//**Error Message,Error Code,Error defined in .h,Error description in Chinese,Error description in English,Is in CIM
//**Common Qlib,,,,,
Qlib_Connect_Phone_Fail,QLIB0000,ERR_QLIB_PHONE_CONNECT,Qlib 函数 Qlib_Connect_Phone 执行失败,Function Qlib_Connect_Phone execute fail,Y
L41H002_LTETest_Max_Power_Fail,L41H0020,ERR_LTETEST_MAX_POWER,LTE41 高频最大输出功率测试失败,LTE41 high channel max power test fail,Y
L01L003_LTETest_Min_Power_Fail,L01L0030,ERR_LTETEST_MIN_POWER,LTE01 低频最小输出功率测试失败,LTE01 Low-CH min power test fail,Y
L03L003_LTETest_Min_Power_Fail,L03L0030,ERR_LTETEST_MIN_POWER,LTE03 低频最小输出功率测试失败,LTE03 Low-CH min power test fail,Y
L07L003_LTETest_Min_Power_Fail,L07L0030,ERR_LTETEST_MIN_POWER,LTE07 低频最小输出功率测试失败,LTE07 Low-CH min power test fail,Y
L08L003_LTETest_Min_Power_Fail,L08L0030,ERR_LTETEST_MIN_POWER,LTE08 低频最小输出功率测试失败,LTE08 Low-CH min power test fail,Y
L20L003_LTETest_Min_Power_Fail,L20L0030,ERR_LTETEST_MIN_POWER,LTE20 低频最小输出功率测试失败,LTE20 Low-CH min power test fail,Y
L28L003_LTETest_Min_Power_Fail,L28L0030,ERR_LTETEST_MIN_POWER,LTE28 低频最小输出功率测试失败,LTE28 Low-CH min power test fail,Y
L41L003_LTETest_Min_Power_Fail,L41L0030,ERR_LTETEST_MIN_POWER,LTE41 低频最小输出功率测试失败,LTE41 Low-CH min power test fail,Y
L01M003_LTETest_Min_Power_Fail,L01M0030,ERR_LTETEST_MIN_POWER,LTE01 中频最小输出功率测试失败,LTE01 Mid-CH min power test fail,Y
L03M003_LTETest_Min_Power_Fail,L03M0030,ERR_LTETEST_MIN_POWER,LTE03 中频最小输出功率测试失败,LTE03 Mid-CH min power test fail,Y
L07M003_LTETest_Min_Power_Fail,L07M0030,ERR_LTETEST_MIN_POWER,LTE07 中频最小输出功率测试失败,LTE07 Mid-CH min power test fail,Y
L08M003_LTETest_Min_Power_Fail,L08M0030,ERR_LTETEST_MIN_POWER,LTE08 中频最小输出功率测试失败,LTE08 Mid-CH min power test fail,Y
L20M003_LTETest_Min_Power_Fail,L20M0030,ERR_LTETEST_MIN_POWER,LTE20 中频最小输出功率测试失败,LTE20 Mid-CH min power test fail,Y
L28M003_LTETest_Min_Power_Fail,L28M0030,ERR_LTETEST_MIN_POWER,LTE28 中频最小输出功率测试失败,LTE28 Mid-CH min power test fail,Y
L41M003_LTETest_Min_Power_Fail,L41M0030,ERR_LTETEST_MIN_POWER,LTE41 中频最小输出功率测试失败,LTE41 Mid-CH min power test fail,Y
L01H003_LTETest_Min_Power_Fail,L01H0030,ERR_LTETEST_MIN_POWER,LTE01 最小输出功率测试失败,LTE01 High-CH min power test fail,Y
L03H003_LTETest_Min_Power_Fail,L03H0030,ERR_LTETEST_MIN_POWER,LTE03 最小输出功率测试失败,LTE03 High-CH min power test fail,Y
L07H003_LTETest_Min_Power_Fail,L07H0030,ERR_LTETEST_MIN_POWER,LTE07 最小输出功率测试失败,LTE07 High-CH min power test fail,Y
L08H003_LTETest_Min_Power_Fail,L08H0030,ERR_LTETEST_MIN_POWER,LTE08 最小输出功率测试失败,LTE08 High-CH min power test fail,Y
L20H003_LTETest_Min_Power_Fail,L20H0030,ERR_LTETEST_MIN_POWER,LTE20 最小输出功率测试失败,LTE20 High-CH min power test fail,Y
L28H003_LTETest_Min_Power_Fail,L28H0030,ERR_LTETEST_MIN_POWER,LTE28 最小输出功率测试失败,LTE28 High-CH min power test fail,Y
L41H003_LTETest_Min_Power_Fail,L41H0030,ERR_LTETEST_MIN_POWER,LTE41 最小输出功率测试失败,LTE41 High-CH min power test fail,Y
L01L004_LTETest_FreqErr_Fail,L01L0040,ERR_LTETEST_FREQERR,LTE01 低频频率误差测试失败,LTE01 Low-CH frequency error test fail,Y
L03L004_LTETest_FreqErr_Fail,L03L0040,ERR_LTETEST_FREQERR,LTE03 低频频率误差测试失败,LTE03 Low-CH frequency error test fail,Y
L07L004_LTETest_FreqErr_Fail,L07L0040,ERR_LTETEST_FREQERR,LTE07 低频频率误差测试失败,LTE07 Low-CH frequency error test fail,Y
L08L004_LTETest_FreqErr_Fail,L08L0040,ERR_LTETEST_FREQERR,LTE08 低频频率误差测试失败,LTE08 Low-CH frequency error test fail,Y
L20L004_LTETest_FreqErr_Fail,L20L0040,ERR_LTETEST_FREQERR,LTE20 低频频率误差测试失败,LTE20 Low-CH frequency error test fail,Y
L28L004_LTETest_FreqErr_Fail,L28L0040,ERR_LTETEST_FREQERR,LTE28 低频频率误差测试失败,LTE28 Low-CH frequency error test fail,Y
L41L004_LTETest_FreqErr_Fail,L41L0040,ERR_LTETEST_FREQERR,LTE41 低频频率误差测试失败,LTE41 Low-CH frequency error test fail,Y
L01M004_LTETest_FreqErr_Fail,L01M0040,ERR_LTETEST_FREQERR,LTE01 中频频率误差测试失败,LTE01 Mid-CH frequency error test fail,Y
L03M004_LTETest_FreqErr_Fail,L03M0040,ERR_LTETEST_FREQERR,LTE03 中频频率误差测试失败,LTE03 Mid-CH frequency error test fail,Y
L07M004_LTETest_FreqErr_Fail,L07M0040,ERR_LTETEST_FREQERR,LTE07 中频频率误差测试失败,LTE07 Mid-CH frequency error test fail,Y
L08M004_LTETest_FreqErr_Fail,L08M0040,ERR_LTETEST_FREQERR,LTE08 中频频率误差测试失败,LTE08 Mid-CH frequency error test fail,Y
L20M004_LTETest_FreqErr_Fail,L20M0040,ERR_LTETEST_FREQERR,LTE20 中频频率误差测试失败,LTE20 Mid-CH frequency error test fail,Y
L28M004_LTETest_FreqErr_Fail,L28M0040,ERR_LTETEST_FREQERR,LTE28 中频频率误差测试失败,LTE28 Mid-CH frequency error test fail,Y
L41M004_LTETest_FreqErr_Fail,L41M0040,ERR_LTETEST_FREQERR,LTE41 中频频率误差测试失败,LTE41 Mid-CH frequency error test fail,Y
L01H004_LTETest_FreqErr_Fail,L01H0040,ERR_LTETEST_FREQERR,LTE01 频率误差测试失败,LTE01 High-CH frequency error test fail,Y
L03H004_LTETest_FreqErr_Fail,L03H0040,ERR_LTETEST_FREQERR,LTE03 频率误差测试失败,LTE03 High-CH frequency error test fail,Y
L07H004_LTETest_FreqErr_Fail,L07H0040,ERR_LTETEST_FREQERR,LTE07 频率误差测试失败,LTE07 High-CH frequency error test fail,Y
L08H004_LTETest_FreqErr_Fail,L08H0040,ERR_LTETEST_FREQERR,LTE08 频率误差测试失败,LTE08 High-CH frequency error test fail,Y
L20H004_LTETest_FreqErr_Fail,L20H0040,ERR_LTETEST_FREQERR,LTE20 频率误差测试失败,LTE20 High-CH frequency error test fail,Y
L28H004_LTETest_FreqErr_Fail,L28H0040,ERR_LTETEST_FREQERR,LTE28 频率误差测试失败,LTE28 High-CH frequency error test fail,Y
L41H004_LTETest_FreqErr_Fail,L41H0040,ERR_LTETEST_FREQERR,LTE41 频率误差测试失败,LTE41 High-CH frequency error test fail,Y
L01L005_LTETest_IQoffset_Fail,L01L0050,ERR_LTETEST_IQOFFSET,LTE01 低频IQ误差测试失败,LTE01 Low-CH IQ offset test fail,Y
L03L005_LTETest_IQoffset_Fail,L03L0050,ERR_LTETEST_IQOFFSET,LTE03 低频IQ误差测试失败,LTE03 Low-CH IQ offset test fail,Y
L07L005_LTETest_IQoffset_Fail,L07L0050,ERR_LTETEST_IQOFFSET,LTE07 低频IQ误差测试失败,LTE07 Low-CH IQ offset test fail,Y
L08L005_LTETest_IQoffset_Fail,L08L0050,ERR_LTETEST_IQOFFSET,LTE08 低频IQ误差测试失败,LTE08 Low-CH IQ offset test fail,Y
L20L005_LTETest_IQoffset_Fail,L20L0050,ERR_LTETEST_IQOFFSET,LTE20 低频IQ误差测试失败,LTE20 Low-CH IQ offset test fail,Y
L28L005_LTETest_IQoffset_Fail,L28L0050,ERR_LTETEST_IQOFFSET,LTE28 低频IQ误差测试失败,LTE28 Low-CH IQ offset test fail,Y
L41L005_LTETest_IQoffset_Fail,L41L0050,ERR_LTETEST_IQOFFSET,LTE41 低频IQ误差测试失败,LTE41 Low-CH IQ offset test fail,Y
L01M005_LTETest_IQoffset_Fail,L01M0050,ERR_LTETEST_IQOFFSET,LTE01 中频IQ误差测试失败,LTE01 Mid-CH IQ offset test fail,Y
L03M005_LTETest_IQoffset_Fail,L03M0050,ERR_LTETEST_IQOFFSET,LTE03 中频IQ误差测试失败,LTE03 Mid-CH IQ offset test fail,Y
L07M005_LTETest_IQoffset_Fail,L07M0050,ERR_LTETEST_IQOFFSET,LTE07 中频IQ误差测试失败,LTE07 Mid-CH IQ offset test fail,Y
L08M005_LTETest_IQoffset_Fail,L08M0050,ERR_LTETEST_IQOFFSET,LTE08 中频IQ误差测试失败,LTE08 Mid-CH IQ offset test fail,Y
L20M005_LTETest_IQoffset_Fail,L20M0050,ERR_LTETEST_IQOFFSET,LTE20 中频IQ误差测试失败,LTE20 Mid-CH IQ offset test fail,Y
L28M005_LTETest_IQoffset_Fail,L28M0050,ERR_LTETEST_IQOFFSET,LTE28 中频IQ误差测试失败,LTE28 Mid-CH IQ offset test fail,Y
L41M005_LTETest_IQoffset_Fail,L41M0050,ERR_LTETEST_IQOFFSET,LTE41 中频IQ误差测试失败,LTE41 Mid-CH IQ offset test fail,Y
L01H005_LTETest_IQoffset_Fail,L01H0050,ERR_LTETEST_IQOFFSET,LTE01 高频IQ误差测试失败,LTE01 High-CH IQ offset test fail,Y
L03H005_LTETest_IQoffset_Fail,L03H0050,ERR_LTETEST_IQOFFSET,LTE03 高频IQ误差测试失败,LTE03 High-CH IQ offset test fail,Y
L07H005_LTETest_IQoffset_Fail,L07H0050,ERR_LTETEST_IQOFFSET,LTE07 高频IQ误差测试失败,LTE07 High-CH IQ offset test fail,Y
L08H005_LTETest_IQoffset_Fail,L08H0050,ERR_LTETEST_IQOFFSET,LTE08 高频IQ误差测试失败,LTE08 High-CH IQ offset test fail,Y
L20H005_LTETest_IQoffset_Fail,L20H0050,ERR_LTETEST_IQOFFSET,LTE20 高频IQ误差测试失败,LTE20 High-CH IQ offset test fail,Y
L28H005_LTETest_IQoffset_Fail,L28H0050,ERR_LTETEST_IQOFFSET,LTE28 高频IQ误差测试失败,LTE28 High-CH IQ offset test fail,Y
L41H005_LTETest_IQoffset_Fail,L41H0050,ERR_LTETEST_IQOFFSET,LTE41 高频IQ误差测试失败,LTE41 High-CH IQ offset test fail,Y
L01L006_LTETest_EVM_Fail,L01L0060,ERR_LTETEST_EVM,LTE01 低频EVM 测试失败,LTE01 Low-CH EVM test fail,Y
L03L006_LTETest_EVM_Fail,L03L0060,ERR_LTETEST_EVM,LTE03 低频EVM 测试失败,LTE03 Low-CH EVM test fail,Y
L07L006_LTETest_EVM_Fail,L07L0060,ERR_LTETEST_EVM,LTE07 低频EVM 测试失败,LTE07 Low-CH EVM test fail,Y
L08L006_LTETest_EVM_Fail,L08L0060,ERR_LTETEST_EVM,LTE08 低频EVM 测试失败,LTE08 Low-CH EVM test fail,Y
L20L006_LTETest_EVM_Fail,L20L0060,ERR_LTETEST_EVM,LTE20 低频EVM 测试失败,LTE20 Low-CH EVM test fail,Y
L28L006_LTETest_EVM_Fail,L28L0060,ERR_LTETEST_EVM,LTE28 低频EVM 测试失败,LTE28 Low-CH EVM test fail,Y
L41L006_LTETest_EVM_Fail,L41L0060,ERR_LTETEST_EVM,LTE41 低频EVM 测试失败,LTE41 Low-CH EVM test fail,Y
L01M006_LTETest_EVM_Fail,L01M0060,ERR_LTETEST_EVM,LTE01 中频EVM 测试失败,LTE01 Mid-CH EVM test fail,Y
L03M006_LTETest_EVM_Fail,L03M0060,ERR_LTETEST_EVM,LTE03 中频EVM 测试失败,LTE03 Mid-CH EVM test fail,Y
L07M006_LTETest_EVM_Fail,L07M0060,ERR_LTETEST_EVM,LTE07 中频EVM 测试失败,LTE07 Mid-CH EVM test fail,Y
L08M006_LTETest_EVM_Fail,L08M0060,ERR_LTETEST_EVM,LTE08 中频EVM 测试失败,LTE08 Mid-CH EVM test fail,Y
L20M006_LTETest_EVM_Fail,L20M0060,ERR_LTETEST_EVM,LTE20 中频EVM 测试失败,LTE20 Mid-CH EVM test fail,Y
L28M006_LTETest_EVM_Fail,L28M0060,ERR_LTETEST_EVM,LTE28 中频EVM 测试失败,LTE28 Mid-CH EVM test fail,Y
L41M006_LTETest_EVM_Fail,L41M0060,ERR_LTETEST_EVM,LTE41 中频EVM 测试失败,LTE41 Mid-CH EVM test fail,Y
L01H006_LTETest_EVM_Fail,L01H0060,ERR_LTETEST_EVM,LTE01 高频EVM 测试失败,LTE01 High-CH EVM test fail,Y
L03H006_LTETest_EVM_Fail,L03H0060,ERR_LTETEST_EVM,LTE03 高频EVM 测试失败,LTE03 High-CH EVM test fail,Y
L07H006_LTETest_EVM_Fail,L07H0060,ERR_LTETEST_EVM,LTE07 高频EVM 测试失败,LTE07 High-CH EVM test fail,Y
L08H006_LTETest_EVM_Fail,L08H0060,ERR_LTETEST_EVM,LTE08 高频EVM 测试失败,LTE08 High-CH EVM test fail,Y
L20H006_LTETest_EVM_Fail,L20H0060,ERR_LTETEST_EVM,LTE20 高频EVM 测试失败,LTE20 High-CH EVM test fail,Y
L28H006_LTETest_EVM_Fail,L28H0060,ERR_LTETEST_EVM,LTE28 高频EVM 测试失败,LTE28 High-CH EVM test fail,Y
L41H006_LTETest_EVM_Fail,L41H0060,ERR_LTETEST_EVM,LTE41 高频EVM 测试失败,LTE41 High-CH EVM test fail,Y
L01L007_LTETest_SEM_Fail,L01L0070,ERR_LTETEST_SPECTRUM_EMASK,LTE01 低频EMask 测试失败,LTE01 Low-CH EMask test fail,Y
L03L007_LTETest_SEM_Fail,L03L0070,ERR_LTETEST_SPECTRUM_EMASK,LTE03 低频EMask 测试失败,LTE03 Low-CH EMask test fail,Y
L07L007_LTETest_SEM_Fail,L07L0070,ERR_LTETEST_SPECTRUM_EMASK,LTE07 低频EMask 测试失败,LTE07 Low-CH EMask test fail,Y
L08L007_LTETest_SEM_Fail,L08L0070,ERR_LTETEST_SPECTRUM_EMASK,LTE08 低频EMask 测试失败,LTE08 Low-CH EMask test fail,Y
L20L007_LTETest_SEM_Fail,L20L0070,ERR_LTETEST_SPECTRUM_EMASK,LTE20 低频EMask 测试失败,LTE20 Low-CH EMask test fail,Y
L28L007_LTETest_SEM_Fail,L28L0070,ERR_LTETEST_SPECTRUM_EMASK,LTE28 低频EMask 测试失败,LTE28 Low-CH EMask test fail,Y
L41L007_LTETest_SEM_Fail,L41L0070,ERR_LTETEST_SPECTRUM_EMASK,LTE41 低频EMask 测试失败,LTE41 Low-CH EMask test fail,Y
L01M007_LTETest_SEM_Fail,L01M0070,ERR_LTETEST_SPECTRUM_EMASK,LTE01 中频EMask 测试失败,LTE01 Mid-CH EMask test fail,Y
L03M007_LTETest_SEM_Fail,L03M0070,ERR_LTETEST_SPECTRUM_EMASK,LTE03 中频EMask 测试失败,LTE03 Mid-CH EMask test fail,Y
L07M007_LTETest_SEM_Fail,L07M0070,ERR_LTETEST_SPECTRUM_EMASK,LTE07 中频EMask 测试失败,LTE07 Mid-CH EMask test fail,Y
L08M007_LTETest_SEM_Fail,L08M0070,ERR_LTETEST_SPECTRUM_EMASK,LTE08 中频EMask 测试失败,LTE08 Mid-CH EMask test fail,Y
L20M007_LTETest_SEM_Fail,L20M0070,ERR_LTETEST_SPECTRUM_EMASK,LTE20 中频EMask 测试失败,LTE20 Mid-CH EMask test fail,Y
L28M007_LTETest_SEM_Fail,L28M0070,ERR_LTETEST_SPECTRUM_EMASK,LTE28 中频EMask 测试失败,LTE28 Mid-CH EMask test fail,Y
L41M007_LTETest_SEM_Fail,L41M0070,ERR_LTETEST_SPECTRUM_EMASK,LTE41 中频EMask 测试失败,LTE41 Mid-CH EMask test fail,Y
L01H007_LTETest_SEM_Fail,L01H0070,ERR_LTETEST_SPECTRUM_EMASK,LTE01 高频EMask 测试失败,LTE01 High-CH EMask test fail,Y
L03H007_LTETest_SEM_Fail,L03H0070,ERR_LTETEST_SPECTRUM_EMASK,LTE03 高频EMask 测试失败,LTE03 High-CH EMask test fail,Y
L07H007_LTETest_SEM_Fail,L07H0070,ERR_LTETEST_SPECTRUM_EMASK,LTE07 高频EMask 测试失败,LTE07 High-CH EMask test fail,Y
L08H007_LTETest_SEM_Fail,L08H0070,ERR_LTETEST_SPECTRUM_EMASK,LTE08 高频EMask 测试失败,LTE08 High-CH EMask test fail,Y
L20H007_LTETest_SEM_Fail,L20H0070,ERR_LTETEST_SPECTRUM_EMASK,LTE20 高频EMask 测试失败,LTE20 High-CH EMask test fail,Y
L28H007_LTETest_SEM_Fail,L28H0070,ERR_LTETEST_SPECTRUM_EMASK,LTE28 高频EMask 测试失败,LTE28 High-CH EMask test fail,Y
L41H007_LTETest_SEM_Fail,L41H0070,ERR_LTETEST_SPECTRUM_EMASK,LTE41 高频EMask 测试失败,LTE41 High-CH EMask test fail,Y
L01L008_LTETest_OBW_Fail,L01L0080,ERR_LTETEST_OBW,LTE01 低频OBW 测试失败,LTE01 Low-CH OBW test fail,Y
L03L008_LTETest_OBW_Fail,L03L0080,ERR_LTETEST_OBW,LTE03 低频OBW 测试失败,LTE03 Low-CH OBW test fail,Y
L07L008_LTETest_OBW_Fail,L07L0080,ERR_LTETEST_OBW,LTE07 低频OBW 测试失败,LTE07 Low-CH OBW test fail,Y
L08L008_LTETest_OBW_Fail,L08L0080,ERR_LTETEST_OBW,LTE08 低频OBW 测试失败,LTE08 Low-CH OBW test fail,Y
L20L008_LTETest_OBW_Fail,L20L0080,ERR_LTETEST_OBW,LTE20 低频OBW 测试失败,LTE20 Low-CH OBW test fail,Y
L28L008_LTETest_OBW_Fail,L28L0080,ERR_LTETEST_OBW,LTE28 低频OBW 测试失败,LTE28 Low-CH OBW test fail,Y
L41L008_LTETest_OBW_Fail,L41L0080,ERR_LTETEST_OBW,LTE41 低频OBW 测试失败,LTE41 Low-CH OBW test fail,Y
L01M008_LTETest_OBW_Fail,L01M0080,ERR_LTETEST_OBW,LTE01 中频OBW 测试失败,LTE01 Mid-CH OBW test fail,Y
L03M008_LTETest_OBW_Fail,L03M0080,ERR_LTETEST_OBW,LTE03 中频OBW 测试失败,LTE03 Mid-CH OBW test fail,Y
L07M008_LTETest_OBW_Fail,L07M0080,ERR_LTETEST_OBW,LTE07 中频OBW 测试失败,LTE07 Mid-CH OBW test fail,Y
L08M008_LTETest_OBW_Fail,L08M0080,ERR_LTETEST_OBW,LTE08 中频OBW 测试失败,LTE08 Mid-CH OBW test fail,Y
L20M008_LTETest_OBW_Fail,L20M0080,ERR_LTETEST_OBW,LTE20 中频OBW 测试失败,LTE20 Mid-CH OBW test fail,Y
L28M008_LTETest_OBW_Fail,L28M0080,ERR_LTETEST_OBW,LTE28 中频OBW 测试失败,LTE28 Mid-CH OBW test fail,Y
L41M008_LTETest_OBW_Fail,L41M0080,ERR_LTETEST_OBW,LTE41 中频OBW 测试失败,LTE41 Mid-CH OBW test fail,Y
L01H008_LTETest_OBW_Fail,L01H0080,ERR_LTETEST_OBW,LTE01 高频OBW 测试失败,LTE01 High-CH OBW test fail,Y
L03H008_LTETest_OBW_Fail,L03H0080,ERR_LTETEST_OBW,LTE03 高频OBW 测试失败,LTE03 High-CH OBW test fail,Y
L07H008_LTETest_OBW_Fail,L07H0080,ERR_LTETEST_OBW,LTE07 高频OBW 测试失败,LTE07 High-CH OBW test fail,Y
L08H008_LTETest_OBW_Fail,L08H0080,ERR_LTETEST_OBW,LTE08 高频OBW 测试失败,LTE08 High-CH OBW test fail,Y
L20H008_LTETest_OBW_Fail,L20H0080,ERR_LTETEST_OBW,LTE20 高频OBW 测试失败,LTE20 High-CH OBW test fail,Y
L28H008_LTETest_OBW_Fail,L28H0080,ERR_LTETEST_OBW,LTE28 高频OBW 测试失败,LTE28 High-CH OBW test fail,Y
L41H008_LTETest_OBW_Fail,L41H0080,ERR_LTETEST_OBW,LTE41 高频OBW 测试失败,LTE41 High-CH OBW test fail,Y
L01L009_LTETest_ACLR_Fail,L01L0090,ERR_LTETEST_ACLR,LTE01 低频ACLR 测试失败,LTE01 Low-CH ACLR test fail,Y
L03L009_LTETest_ACLR_Fail,L03L0090,ERR_LTETEST_ACLR,LTE03 低频ACLR 测试失败,LTE03 Low-CH ACLR test fail,Y
L07L009_LTETest_ACLR_Fail,L07L0090,ERR_LTETEST_ACLR,LTE07 低频ACLR 测试失败,LTE07 Low-CH ACLR test fail,Y
L08L009_LTETest_ACLR_Fail,L08L0090,ERR_LTETEST_ACLR,LTE08 低频ACLR 测试失败,LTE08 Low-CH ACLR test fail,Y
L20L009_LTETest_ACLR_Fail,L20L0090,ERR_LTETEST_ACLR,LTE20 低频ACLR 测试失败,LTE20 Low-CH ACLR test fail,Y
L28L009_LTETest_ACLR_Fail,L28L0090,ERR_LTETEST_ACLR,LTE28 低频ACLR 测试失败,LTE28 Low-CH ACLR test fail,Y
L41L009_LTETest_ACLR_Fail,L41L0090,ERR_LTETEST_ACLR,LTE41 低频ACLR 测试失败,LTE41 Low-CH ACLR test fail,Y
L01M009_LTETest_ACLR_Fail,L01M0090,ERR_LTETEST_ACLR,LTE01 中频ACLR 测试失败,LTE01 Mid-CH ACLR test fail,Y
L03M009_LTETest_ACLR_Fail,L03M0090,ERR_LTETEST_ACLR,LTE03 中频ACLR 测试失败,LTE03 Mid-CH ACLR test fail,Y
L07M009_LTETest_ACLR_Fail,L07M0090,ERR_LTETEST_ACLR,LTE07 中频ACLR 测试失败,LTE07 Mid-CH ACLR test fail,Y
L08M009_LTETest_ACLR_Fail,L08M0090,ERR_LTETEST_ACLR,LTE08 中频ACLR 测试失败,LTE08 Mid-CH ACLR test fail,Y
L20M009_LTETest_ACLR_Fail,L20M0090,ERR_LTETEST_ACLR,LTE20 中频ACLR 测试失败,LTE20 Mid-CH ACLR test fail,Y
L28M009_LTETest_ACLR_Fail,L28M0090,ERR_LTETEST_ACLR,LTE28 中频ACLR 测试失败,LTE28 Mid-CH ACLR test fail,Y
L41M009_LTETest_ACLR_Fail,L41M0090,ERR_LTETEST_ACLR,LTE41 中频ACLR 测试失败,LTE41 Mid-CH ACLR test fail,Y
L01H009_LTETest_ACLR_Fail,L01H0090,ERR_LTETEST_ACLR,LTE01 高频ACLR 测试失败,LTE01 High-CH ACLR test fail,Y
L03H009_LTETest_ACLR_Fail,L03H0090,ERR_LTETEST_ACLR,LTE03 高频ACLR 测试失败,LTE03 High-CH ACLR test fail,Y
L07H009_LTETest_ACLR_Fail,L07H0090,ERR_LTETEST_ACLR,LTE07 高频ACLR 测试失败,LTE07 High-CH ACLR test fail,Y
L08H009_LTETest_ACLR_Fail,L08H0090,ERR_LTETEST_ACLR,LTE08 高频ACLR 测试失败,LTE08 High-CH ACLR test fail,Y
L20H009_LTETest_ACLR_Fail,L20H0090,ERR_LTETEST_ACLR,LTE20 高频ACLR 测试失败,LTE20 High-CH ACLR test fail,Y
L28H009_LTETest_ACLR_Fail,L28H0090,ERR_LTETEST_ACLR,LTE28 高频ACLR 测试失败,LTE28 High-CH ACLR test fail,Y
L41H009_LTETest_ACLR_Fail,L41H0090,ERR_LTETEST_ACLR,LTE41 高频ACLR 测试失败,LTE41 High-CH ACLR test fail,Y
L01L012_LTETest_RxSens_Fail,L01L0120,ERR_LTETEST_RXSENS,LTE01 低频RXSENS 测试失败,LTE01 Low-CH RXSENS test fail,Y
L03L012_LTETest_RxSens_Fail,L03L0120,ERR_LTETEST_RXSENS,LTE03 低频RXSENS 测试失败,LTE03 Low-CH RXSENS test fail,Y
L07L012_LTETest_RxSens_Fail,L07L0120,ERR_LTETEST_RXSENS,LTE07 低频RXSENS 测试失败,LTE07 Low-CH RXSENS test fail,Y
L08L012_LTETest_RxSens_Fail,L08L0120,ERR_LTETEST_RXSENS,LTE08 低频RXSENS 测试失败,LTE08 Low-CH RXSENS test fail,Y
L20L012_LTETest_RxSens_Fail,L20L0120,ERR_LTETEST_RXSENS,LTE20 低频RXSENS 测试失败,LTE20 Low-CH RXSENS test fail,Y
L28L012_LTETest_RxSens_Fail,L28L0120,ERR_LTETEST_RXSENS,LTE28 低频RXSENS 测试失败,LTE28 Low-CH RXSENS test fail,Y
L41L012_LTETest_RxSens_Fail,L41L0120,ERR_LTETEST_RXSENS,LTE41 低频RXSENS 测试失败,LTE41 Low-CH RXSENS test fail,Y
L01M012_LTETest_RxSens_Fail,L01M0120,ERR_LTETEST_RXSENS,LTE01 中频RXSENS 测试失败,LTE01 Mid-CH RXSENS test fail,Y
L03M012_LTETest_RxSens_Fail,L03M0120,ERR_LTETEST_RXSENS,LTE03 中频RXSENS 测试失败,LTE03 Mid-CH RXSENS test fail,Y
L07M012_LTETest_RxSens_Fail,L07M0120,ERR_LTETEST_RXSENS,LTE07 中频RXSENS 测试失败,LTE07 Mid-CH RXSENS test fail,Y
L08M012_LTETest_RxSens_Fail,L08M0120,ERR_LTETEST_RXSENS,LTE08 中频RXSENS 测试失败,LTE08 Mid-CH RXSENS test fail,Y
L20M012_LTETest_RxSens_Fail,L20M0120,ERR_LTETEST_RXSENS,LTE20 中频RXSENS 测试失败,LTE20 Mid-CH RXSENS test fail,Y
L28M012_LTETest_RxSens_Fail,L28M0120,ERR_LTETEST_RXSENS,LTE28 中频RXSENS 测试失败,LTE28 Mid-CH RXSENS test fail,Y
L41M012_LTETest_RxSens_Fail,L41M0120,ERR_LTETEST_RXSENS,LTE41 中频RXSENS 测试失败,LTE41 Mid-CH RXSENS test fail,Y
L01H012_LTETest_RxSens_Fail,L01H0120,ERR_LTETEST_RXSENS,LTE01 高频RXSENS 测试失败,LTE01 High-CH RXSENS test fail,Y
L03H012_LTETest_RxSens_Fail,L03H0120,ERR_LTETEST_RXSENS,LTE03 高频RXSENS 测试失败,LTE03 High-CH RXSENS test fail,Y
L07H012_LTETest_RxSens_Fail,L07H0120,ERR_LTETEST_RXSENS,LTE07 高频RXSENS 测试失败,LTE07 High-CH RXSENS test fail,Y
L08H012_LTETest_RxSens_Fail,L08H0120,ERR_LTETEST_RXSENS,LTE08 高频RXSENS 测试失败,LTE08 High-CH RXSENS test fail,Y
L20H012_LTETest_RxSens_Fail,L20H0120,ERR_LTETEST_RXSENS,LTE20 高频RXSENS 测试失败,LTE20 High-CH RXSENS test fail,Y
L28H012_LTETest_RxSens_Fail,L28H0120,ERR_LTETEST_RXSENS,LTE28 高频RXSENS 测试失败,LTE28 High-CH RXSENS test fail,Y
L41H012_LTETest_RxSens_Fail,L41H0120,ERR_LTETEST_RXSENS,LTE41 高频RXSENS 测试失败,LTE41 High-CH RXSENS test fail,Y
L01L013_LTETest_MaxInput_Fail,L01L0130,ERR_LTETEST_MAX_INPUT,LTE01 低频max input level 测试失败,LTE01 Low-CH Max input level test fail,Y
L03L013_LTETest_MaxInput_Fail,L03L0130,ERR_LTETEST_MAX_INPUT,LTE03 低频max input level 测试失败,LTE03 Low-CH Max input level test fail,Y
L07L013_LTETest_MaxInput_Fail,L07L0130,ERR_LTETEST_MAX_INPUT,LTE07 低频max input level 测试失败,LTE07 Low-CH Max input level test fail,Y
L08L013_LTETest_MaxInput_Fail,L08L0130,ERR_LTETEST_MAX_INPUT,LTE08 低频max input level 测试失败,LTE08 Low-CH Max input level test fail,Y
L20L013_LTETest_MaxInput_Fail,L20L0130,ERR_LTETEST_MAX_INPUT,LTE20 低频max input level 测试失败,LTE20 Low-CH Max input level test fail,Y
L28L013_LTETest_MaxInput_Fail,L28L0130,ERR_LTETEST_MAX_INPUT,LTE28 低频max input level 测试失败,LTE28 Low-CH Max input level test fail,Y
